Stop_street,stop_lat,stop_name,stop_region,zone_id,stop_country,stop_lon,stop_city,stop_id,stop_desc,stop_postcode,location_type
,44.792824,millwood Dr before Jackladder Dr,,,,-63.707333,,7232,,,0
,44.782169,millwood Dr before Kindling Cr,,,,-63.708401,,7233,,,0
,44.793015,millwood Dr in front of civic address 192,,,,-63.705051,,7230,,,0
,44.784256,millwood Dr before civic address 30,,,,-63.709557,,7231,,,0
,44.790226,millwood Dr opposite civic address 424,,,,-63.69733,,7238,,,0
,44.786541,millwood Dr opposite civic address 55,,,,-63.709564,,7239,,,0
,44.698753,bedford Hwy before Larry Uteck Blvd,,,,-63.66098,,6239,,,0
,44.7327,bedford Hwy [outbound] after Dartmouth Rd,,,,-63.656223,,6238,,,0
,44.718258,bedford Hwy in front of Convoy Run,,,,-63.67466,,6235,,,0
,44.695919,bedford Hwy in front of Shaunslieve Dr,,,,-63.660873,,6234,,,0
,44.731354,bedford Hwy in front of Sunnyside Esso,,,,-63.658707,,6237,,,0
,44.732479,bedford Hwy [inbound] in front of Dartmouth Rd,,,,-63.656605,,6236,,,0
,44.72271,bluewater Rd in front of civic address 112,,,,-63.709942,,6231,,,0
,44.710907,bedford Hwy in front of civic address 836,,,,-63.671383,,6230,,,0
,44.692513,bedford Hwy in front of Lodge Dr,,,,-63.66058,,6233,,,0
,44.708126,bedford Hwy in front of Esquire Motel,,,,-63.666286,,6232,,,0
,44.741837,johnson Rd in front of civic address 114,,,,-63.467827,,7001,,,0
,44.739246,johnson Rd after civic address 16,,,,-63.465145,,7000,,,0
,44.740738,johnson Rd before civic address 50,,,,-63.466801,,7003,,,0
,44.794376,sackville Dr after Old Sackville Rd,,,,-63.719784,,7302,,,0
,44.756683,sackville Dr after and opposite Hillcrest Ave,,,,-63.667938,,7303,,,0
,44.782146,sackville Dr after Lucasville Rd,,,,-63.710735,,7300,,,0
,44.709885,wright Ave opposite Winkinson,,,,-63.569786,,8865,,,0
,44.781647,sackville Dr after Sharon Dr,,,,-63.700912,,7306,,,0
,44.780304,sackville Dr after Stanley St,,,,-63.699352,,7307,,,0
,44.763229,sackville Dr after and opposite Oakdale Dr,,,,-63.67498,,7304,,,0
,44.767384,sackville Dr after Sackville Cross Rd,,,,-63.684231,,7305,,,0
,44.645554,joseph Howe Dr before Ascot Ave,,,,-63.627506,,7005,,,0
,44.795589,sackville Dr after and opposite Hamilton Dr,,,,-63.728374,,7308,,,0
,44.768505,sackville Dr in front of civic address 614,,,,-63.68663,,7309,,,0
,44.688816,cranberry Cr in front of civic address 3,,,,-63.504547,,8868,,,0
,44.699112,larry Uteck Blvd before Bedford Highway,,,,-63.662128,,8869,,,0
,44.643639,joseph Howe Dr before Lexington Ave,,,,-63.62373,,7007,,,0
,44.662945,kempt Rd opposite Halifax Chrysler,,,,-63.619942,,7045,,,0
,44.659225,kempt Rd before Young St,,,,-63.603352,,7044,,,0
,44.672775,kencrest Ave [southbound] in front of civic address 3782,,,,-63.611008,,7047,,,0
,44.662086,kempt Rd in front of Swiss Chalet,,,,-63.612991,,7046,,,0
,44.660004,kempt Rd [inbound] opposite Livingstone St,,,,-63.605629,,7041,,,0
,44.677685,valleyfield Rd before [northbound] Virginia Ave,,,,-63.532314,,7040,,,0
,44.660995,kempt Rd before and opposite Colombus St,,,,-63.60865,,7043,,,0
,44.661457,kempt Rd [inbound] before Hood St,,,,-63.615009,,7042,,,0
,44.673389,kencrest Ave after Novalea Dr,,,,-63.614464,,7049,,,0
,44.67313,kencrest Ave [eastbound] in front of Newbury St,,,,-63.612724,,7048,,,0
,44.703655,wright Ave after Burley Ct,,,,-63.598057,,8608,,,0
,44.698536,wright Ave after Windmill Rd,,,,-63.604,,8609,,,0
,44.715271,joseph Zatzman Dr before and opposite Topple Dr,,,,-63.604389,,6989,,,0
,44.713837,joseph Zatzman Dr after Simmonds Dr,,,,-63.601696,,6988,,,0
,44.711819,joseph Zatzman Dr after Akerley Blvd,,,,-63.60025,,6987,,,0
,44.681675,woodlawn Rd opposite Spikenard St,,,,-63.527695,,8603,,,0
,44.656513,joseph Howe Dr before Scot St,,,,-63.629776,,6985,,,0
,44.658405,joseph Howe Dr [northbound] before Dutch Village Rd,,,,-63.628967,,6984,,,0
,44.660339,joseph Howe Dr before civic address 3825,,,,-63.628132,,6983,,,0
,44.657948,joseph Howe Dr [southbound] in front of Harris & Roome,,,,-63.629375,,6982,,,0
,44.652702,joseph Howe Dr [northbound] after Spruce,,,,-63.630325,,6981,,,0
,44.651402,joseph Howe Dr [northbound] in front of Bi-hi,,,,-63.630539,,6980,,,0
,44.883034,beaverbank Rd in front of civic address 2438,,,,-63.702694,,8738,,,0
,44.878654,beaverbank Rd opposite Esso Station,,,,-63.699589,,8739,,,0
,44.891266,beaverbank Rd in front of civic address 2693,,,,-63.705658,,8736,,,0
,44.887569,beaverbank Rd opposite Gilby,,,,-63.704529,,8737,,,0
,44.903736,beaverbank Villa,,,,-63.710144,,8734,,,0
,44.897064,beaverbank Rd in front of civic address 2838,,,,-63.707821,,8735,,,0
,44.891796,beaverbank Rd in front of civic address 2661,,,,-63.705379,,8732,,,0
,44.89719,beaverbank Rd opposite civic address 2846,,,,-63.70731,,8733,,,0
,44.882519,beaverbank Rd in front of civic address 2443,,,,-63.701813,,8730,,,0
,44.887146,beaverbank Rd after Gilby,,,,-63.703995,,8731,,,0
,44.672031,portland St [eastbound] opposite Jersey Dr,,,,-63.521713,,8040,,,0
,44.672077,portland St [westbound] after Jersey Dr,,,,-63.523304,,8041,,,0
,44.667458,portland St [westbound] after Lakefront Rd,,,,-63.548828,,8042,,,0
,44.668091,portland St [westbound] after Maynard St,,,,-63.553696,,8043,,,0
,44.68441,windmill Rd after Shannon Plaza,,,,-63.598469,,8512,,,0
,44.671024,portland St [westbound] after Settle,,,,-63.529366,,8045,,,0
,44.671619,portland St [eastbound] after Spring Ave,,,,-63.518124,,8046,,,0
,44.67194,portland St [westbound] after Spring Ave,,,,-63.518848,,8047,,,0
,44.670219,portland Hills Terminal [outbound],,,,-63.505966,,8048,,,0
,44.669933,portland Hills Terminal [inbound],,,,-63.505589,,8049,,,0
,44.690998,windmill Rd in front of civic address 520,,,,-63.600006,,8518,,,0
,44.693436,windmill Rd in front of civic address 552,,,,-63.600574,,8519,,,0
,44.674721,sinclair St [westbound] opposite Highwood St,,,,-63.558811,,8286,,,0
,44.676998,somerset after civic address 4a,,,,-63.542831,,8287,,,0
,44.674801,sinclair St [eastbound] after Highwood St,,,,-63.558582,,8284,,,0
,44.678024,sinclair St after Prince Albert Rd,,,,-63.555466,,8285,,,0
,44.74572,simmonds Rd in front of Rec Center,,,,-63.46743,,8282,,,0
,44.746216,simmonds Rd after North Preston Rd,,,,-63.465225,,8280,,,0
,44.74612,simmonds Rd before North Preston Rd,,,,-63.465023,,8281,,,0
,44.67495,somerset after Glenwood Ave,,,,-63.545071,,8288,,,0
,44.674892,somerset before Glenwood Ave,,,,-63.544895,,8289,,,0
,44.612171,cow Bay Rd opposite Seniors Manor,,,,-63.491394,,6509,,,0
,44.650826,cornwallis St before North Park St,,,,-63.586468,,6508,,,0
,44.652435, Cornwallis St [eastbound] after Gottingen St,,,,-63.583664,,6503,,,0
,44.652218,cornwallis St [westbound] after Gottingen St,,,,-63.584309,,6502,,,0
,44.653236,cornwallis St after Brunswick St,,,,-63.582779,,6501,,,0
,44.652748,connaught Ave opposite Roslyn Rd,,,,-63.615978,,6500,,,0
,44.653259,cornwallis St before Brunswick St,,,,-63.58247,,6507,,,0
,44.650875,cornwallis St before Bauer St,,,,-63.586102,,6506,,,0
,44.651596,cornwallis St in front of G.b.isnor Manor To Joe Howe Man,,,,-63.585285,,6504,,,0
,44.700539,waverley Rd before civic address 272,,,,-63.547882,,8462,,,0
,44.719025,waverley Rd before civic address 457,,,,-63.545547,,8463,,,0
,44.68573,braemar Dr opposite civic address 105,,,,-63.547306,,8460,,,0
,44.742054,waverley Rd before civic address 1053,,,,-63.55864,,8461,,,0
,44.691353,waverley Rd after Braemar Apts,,,,-63.546139,,8466,,,0
,44.738338,waverley Rd in front of civic address 1008,,,,-63.554432,,8467,,,0
,44.728661,waverley Rd before Lake Charles Dr,,,,-63.5453,,8464,,,0
,44.698547,waverley Rd before Montebello Dr,,,,-63.547649,,8465,,,0
,44.695587,waverley Rd opposite civic address 221,,,,-63.547382,,8468,,,0
,44.731236,waverley Rd opposite civic address 867,,,,-63.549587,,8469,,,0
,44.759369,cobequid Rd before Glendale Dr,,,,-63.660069,,6437,,,0
,44.757931,cobequid Rd before civic address 160,,,,-63.661503,,6436,,,0
,44.756107,cobequid Rd before civic address 112,,,,-63.662033,,6435,,,0
,44.758484,cobequid Rd after Zinck Ave,,,,-63.660824,,6434,,,0
,44.75502,cobequid Rd after Exit Ramp,,,,-63.661945,,6433,,,0
,44.661625,robie St [southbound] in front of civic address 3244,,,,-63.605488,,8197,,,0
,44.764889,cobequid Rd after Maple Grove Dr,,,,-63.649403,,6431,,,0
,44.766815,cobequid Rd after Macintyre Lane,,,,-63.64706,,6430,,,0
,44.750011,damascus Rd in front of Verdi Dr,,,,-63.641418,,8199,,,0
,44.762127,cobequid Rd after Judy Anne Ct,,,,-63.651917,,6439,,,0
,44.759953,cobequid Rd before Glendale Dr,,,,-63.659767,,6438,,,0
,44.625298,herring Cove Rd before civic address 170,,,,-63.616982,,6891,,,0
,44.779568,glendale Dr opposite Rankin Dr,,,,-63.684425,,6758,,,0
,44.656693,glenforest Dr after Willet St,,,,-63.648273,,6759,,,0
,44.618492,herring Cove Rd before Circle Dr,,,,-63.615162,,6890,,,0
,44.765591,glendale Dr before Magee Dr,,,,-63.664082,,6752,,,0
,44.777145,glendale Dr before Metropolitan Ave,,,,-63.67889,,6753,,,0
,44.759846,glendale Dr before Cobequid Rd,,,,-63.66011,,6750,,,0
,44.7728,glendale Dr before Macdougall Ave,,,,-63.675564,,6751,,,0
,44.770168,glendale Dr before Pinehill Dr,,,,-63.672367,,6756,,,0
,44.778622,glendale Dr before Riverside Dr,,,,-63.681343,,6757,,,0
,44.775898,glendale Dr before Metropolitan Ave,,,,-63.677025,,6754,,,0
,44.782017,glendale Dr before Old Beaver Bank Rd,,,,-63.69075,,6755,,,0
,44.672428,flamingo Dr in front of Swallow St,,,,-63.652382,,7176,,,0
,44.655888,main Ave before Homeward Ave,,,,-63.642914,,7171,,,0
,44.657124,main Ave before Gebhardt St,,,,-63.639999,,7170,,,0
,44.603813,herring Cove Rd before Greystone Dr,,,,-63.611935,,6897,,,0
,44.577347,herring Cove Rd before civic address 896,,,,-63.576744,,6896,,,0
,44.691078,highfield Park Dr before Ultramar,,,,-63.584217,,6925,,,0
,44.68961,highfield Park Dr before True North Cr,,,,-63.58577,,6924,,,0
,44.612061,pleasant St [northbound] in front of civic address 1494,,,,-63.494911,,7463,,,0
,44.687256,highfield Park Dr in front of civic address 80,,,,-63.590778,,6926,,,0
,44.781906,millwood Dr after Barque Crt,,,,-63.708504,,7221,,,0
,44.788429,millwood Dr before Lumberman Dr,,,,-63.709362,,7220,,,0
,44.790977,millwood Dr in front of civic address 132,,,,-63.709225,,7223,,,0
,44.790329,millwood Dr after Beaver Bank Rd,,,,-63.693279,,7222,,,0
,44.787449,millwood Dr after Highrigger Cr,,,,-63.709263,,7225,,,0
,44.790062,millwood Dr after Crossroads Ct,,,,-63.699787,,7224,,,0
,44.790379,millwood Dr in front of civic address 424,,,,-63.69733,,7227,,,0
,44.784477,millwood Dr after Kindling Cr,,,,-63.709339,,7226,,,0
,44.790176,millwood Dr before Beaver Bank Rd,,,,-63.692806,,7229,,,0
,44.791157,millwood Dr before Beaverbank Cross,,,,-63.703018,,7228,,,0
,44.685822,highfield Park Dr after Joseph Young Dr,,,,-63.590065,,6921,,,0
,44.685947,bedford Hwy after Dakin Dr,,,,-63.659615,,6248,,,0
,44.727425,bedford Hwy after Division St,,,,-63.665543,,6249,,,0
,44.718407,bedford Hwy in front of Holland Ave,,,,-63.674618,,6240,,,0
,44.712734,bedford Hwy in front of Nelsons Landing Blvd,,,,-63.675091,,6241,,,0
,44.688354,bedford Hwy in front of Tall Trees Lane,,,,-63.659328,,6242,,,0
,44.741173,bedford Hwy in front of civic address 1749,,,,-63.655052,,6243,,,0
,44.722557,bedford Hwy in front of civic address 1189,,,,-63.670624,,6244,,,0
,44.735275,bedford Hwy in front of Bedford Place Mall,,,,-63.655178,,6245,,,0
,44.68137,bedford Hwy in front of civic address 364,,,,-63.659126,,6246,,,0
,44.686886,bedford Hwy after Cresthaven Estates,,,,-63.659058,,6247,,,0
,44.721901,innovation Dr in front of Cp Allen High,,,,-63.698776,,8871,,,0
,44.722118,innovation Dr opposite Cp Allen High,,,,-63.69899,,8870,,,0
,44.699196,larry Uteck Blvd after Starboard,,,,-63.667492,,8873,,,0
,44.69936,larry Uteck Blvd after Bedford Highway,,,,-63.662399,,8872,,,0
,44.795467,sackville Dr before Lively Rd,,,,-63.726227,,7319,,,0
,44.774788,sackville Dr opposite Superstore,,,,-63.694145,,7318,,,0
,44.700665,larry Uteck Blvd before Roundabout,,,,-63.683033,,8877,,,0
,44.700817,larry Uteck Blvd opposite Ecole Secondaire Du Sommet,,,,-63.679535,,8876,,,0
,44.77655,sackville Dr before Beaver Bank Rd,,,,-63.696384,,7315,,,0
,44.781876,sackville Dr before Beaver Bank Cross Rd,,,,-63.703613,,7314,,,0
,44.795784,sackville Dr before Hamilton Dr,,,,-63.728245,,7317,,,0
,44.795277,sackville Dr before civic address 1658,,,,-63.726257,,7316,,,0
,44.767654,sackville Dr in front of Knox Church,,,,-63.68438,,7311,,,0
,44.768658,sackville Dr in front of Kingsway Court,,,,-63.686604,,7310,,,0
,44.760765,sackville Dr before Armoyan Dr,,,,-63.672516,,7313,,,0
,44.765335,sackville Dr in front of Mainway Auto,,,,-63.679699,,7312,,,0
,44.616154,herring Cove Rd opposite Williams Lake Rd,,,,-63.614632,,6905,,,0
,44.660923,richard before civic address 56,,,,-63.748798,,8163,,,0
,44.684219,raymoor Dr before Main St,,,,-63.531693,,8162,,,0
,44.685688,raymoor Dr in front of civic address 22,,,,-63.533604,,8161,,,0
,44.688171,kearney Lake Rd opposite Lafarge Construction,,,,-63.683365,,7030,,,0
,44.875702,barnes Dr [inbound] in front of Park And Fly Lot,,,,-63.525402,,9015,,,0
,44.723473,kearney Lake Rd after Hammonds Plains Rd,,,,-63.730873,,7032,,,0
,44.723465,kearney Lake Rd before Hammonds Plains Rd,,,,-63.730736,,7033,,,0
,44.673759,valleyfield Rd in front of civic address 79,,,,-63.530159,,7034,,,0
,44.674053,valleyfield Rd before Hilton Dr,,,,-63.530643,,7035,,,0
,44.873264,barnes Dr [inbound] before Baldwin,,,,-63.527798,,9012,,,0
,44.675949,valleyfield Rd before Skeena Lane,,,,-63.531258,,7037,,,0
,44.678913,valleyfield Rd before Spikenard St,,,,-63.534096,,7038,,,0
,44.67775,valleyfield Rd before [southbound] Virginia Ave,,,,-63.532742,,7039,,,0
,44.67421,dortohea Dr civic address 26,,,,-63.503841,,9018,,,0
,44.659012,young St [eastbound] in front of civic address 6050,,,,-63.603134,,9019,,,0
,44.62886,ridge Valley Rd after Cavendish Rd,,,,-63.619984,,8166,,,0
,44.634052,inglis St [westbound] before Tower Rd,,,,-63.577469,,6970,,,0
,44.653412,brentwood Ave before civic address 52,,,,-63.73555,,6318,,,0
,44.680569,lucien Dr in front of civic address 62,,,,-63.508587,,7148,,,0
,44.695202,macdonald Ave in front of civic address 65,,,,-63.587513,,7149,,,0
,44.636543,lemarchant St after South St,,,,-63.589779,,7144,,,0
,44.667332,windmill Rd in front of Hare Lane,,,,-63.57584,,7145,,,0
,44.701569,lexington Ave in front of Walnut Hall,,,,-63.537594,,7146,,,0
,44.612522,hornes Rd after Cow Bay Rd,,,,-63.488064,,7147,,,0
,44.603729,leiblin Dr opposite Carnation Cr,,,,-63.626801,,7140,,,0
,44.602043,leiblin Dr opposite Elmdale Cr,,,,-63.628792,,7141,,,0
,44.59877,leiblin Dr opposite Guildwood Cr,,,,-63.632706,,7142,,,0
,44.595203,leiblin Dr before 2nd Juniper Cr,,,,-63.636829,,7143,,,0
,44.879108,beaverbank Rd in front of Esso Station,,,,-63.699287,,8729,,,0
,44.873783,beaverbank Rd in front of civic address 2217,,,,-63.697468,,8728,,,0
,44.837212,beaverbank Rd in front of Pinehurst,,,,-63.679119,,8721,,,0
,44.834175,beaverbank Rd in front of civic address 1163,,,,-63.681252,,8720,,,0
,44.849155,beaverbank Rd after Kinsac Rd,,,,-63.685272,,8723,,,0
,44.844166,beaverbank Rd in front of civic address 1459,,,,-63.684547,,8722,,,0
,44.858025,beaverbank Rd in front of civic address 1799,,,,-63.68602,,8725,,,0
,44.726395, Hwy 101 / Magazine Hill / Bedford Bypass,,,,-63.642265,,1002,,,0
,44.871883,beaverbank Rd in front of civic address 2155,,,,-63.695953,,8727,,,0
,44.868847,beaverbank Rd after Davis Dr,,,,-63.693058,,8726,,,0
,44.667824,portland St [westbound] in front of civic address 347,,,,-63.550903,,8053,,,0
,44.66814,portland St [eastbound] in front of civic address 308,,,,-63.55439,,8052,,,0
,44.668587,portland St [eastbound] in front of civic address 254,,,,-63.559452,,8051,,,0
,44.650749,willet St before Rosedale Ave,,,,-63.644112,,8502,,,0
,44.667809,portland St [westbound] before and opposite Canal St,,,,-63.563034,,8057,,,0
,44.715878,bluewater Rd in front of civic address 347,,,,-63.716171,,8056,,,0
,44.671272,portland St [eastbound] before Eisener Dr,,,,-63.527565,,8055,,,0
,44.743683,clarence St in front of civic address 32,,,,-63.466961,,8506,,,0
,44.675907,windmill Rd after Albro Lake Rd,,,,-63.590679,,8509,,,0
,44.703587,windmill Rd after Akerley Blvd,,,,-63.612278,,8508,,,0
,44.667339,portland St [eastbound] before Lakefront Rd,,,,-63.548767,,8059,,,0
,44.669212,portland St [westbound] before James St,,,,-63.557915,,8058,,,0
,44.634979,south St [eastbound] after Dalplex,,,,-63.591278,,8291,,,0
,44.676918,somerset opposite civic address 4a,,,,-63.542683,,8290,,,0
,44.639645,south St [eastbound] in front of civic address 5244,,,,-63.571632,,8293,,,0
,44.673042,crichton Ave [northbound] before Dahlia St,,,,-63.56469,,6535,,,0
,44.68111,crichton Ave [westbound] in front of civic address 201,,,,-63.562077,,6532,,,0
,44.724274,bluewater Rd in front of civic address 62,,,,-63.70866,,6533,,,0
,44.679268,crichton Ave [northbound] after Oakdale Cr,,,,-63.563568,,6530,,,0
,44.678608,crichton Ave [westbound] in front of civic address 121,,,,-63.564285,,6531,,,0
,44.638905,south St [eastbound] before Queen St,,,,-63.574192,,8299,,,0
,44.637272,south St [westbound] before I.w.k Hospital,,,,-63.581768,,8298,,,0
,44.699238,ronald Smith after Burnside Dr,,,,-63.584709,,8240,,,0
,44.671436,crichton Ave opposite St.peters Church,,,,-63.564251,,6538,,,0
,44.686626,crystal Dr in front of Highland Manor,,,,-63.583305,,6539,,,0
,44.645676,pleasant St before Shirley St,,,,-63.543335,,7498,,,0
,44.648018,pleasant St before Trunk 111,,,,-63.545311,,7499,,,0
,44.646156,pleasant St before Irving civic address 513,,,,-63.543617,,7492,,,0
,44.666931,pleasant St [northbound] before Linden Lea,,,,-63.557159,,7493,,,0
,44.625332,pleasant St [northbound] before Hines Rd,,,,-63.513245,,7490,,,0
,44.623306,pleasant St [northbound] before Howard Ave,,,,-63.509941,,7491,,,0
,44.662682,pleasant St [southbound] before Newcastle St,,,,-63.553822,,7496,,,0
,44.611725,pleasant St before Quigleys Corner,,,,-63.494705,,7497,,,0
,44.621311,pleasant St [northbound] before Morris Ave,,,,-63.507393,,7494,,,0
,44.614304,pleasant St [northbound] before Myers Lane,,,,-63.497292,,7495,,,0
,44.675282,wyse Rd in front of civic address 254,,,,-63.58577,,8615,,,0
,44.673023,wyse Rd before Jamieson St,,,,-63.583031,,8617,,,0
,44.671734,wyse Rd before Boland Rd,,,,-63.580566,,8616,,,0
,44.700077,wright Ave opposite Mccurdy Ave,,,,-63.60191,,8611,,,0
,44.703793,wright Ave before Fielding Ave,,,,-63.59819,,8610,,,0
,44.670979,wyse Rd after Dawson St,,,,-63.579609,,8613,,,0
,44.672443,wyse Rd after Boland Rd,,,,-63.581867,,8612,,,0
,44.655525,rosedale Ave after Dutch Village Rd,,,,-63.632496,,8245,,,0
,44.676537,wyse Rd before Albro Lake Rd,,,,-63.587463,,8619,,,0
,44.673954,wyse Rd in front of civic address 200,,,,-63.584038,,8618,,,0
,44.678505,wedgewood Ave before Beechwood Terr,,,,-63.671211,,8479,,,0
,44.681305,wedgewood Ave after Edward Laurie Dr,,,,-63.672138,,8478,,,0
,44.723248,waverley Rd opposite civic address 725,,,,-63.542839,,8474,,,0
,44.72155,waverley Rd in front of civic address 706,,,,-63.543976,,8477,,,0
,44.714867,waverley Rd in front of civic address 408,,,,-63.545475,,8476,,,0
,44.711056,waverley Rd opposite civic address 359,,,,-63.547329,,8471,,,0
,44.741577,waverley Rd opposite civic address 1053,,,,-63.557728,,8470,,,0
,44.72216,waverley Rd opposite civic address 710,,,,-63.543854,,8473,,,0
,44.71785,waverley Rd opposite civic address 453,,,,-63.545212,,8472,,,0
,44.649254,chebucto Rd in front of civic address 6361,,,,-63.600578,,6402,,,0
,44.645962,chebucto Rd [eastbound] before Benjamin Green Dr,,,,-63.610779,,6403,,,0
,44.650089,chebucto Rd after Saint Matthias St,,,,-63.597073,,6400,,,0
,44.649357,chebucto Rd [eastbound] after and opposite Dublin St,,,,-63.599335,,6401,,,0
,44.647881,chebucto Rd [eastbound] before Elm St,,,,-63.605553,,6406,,,0
,44.64661,chebucto Rd [eastbound] before Newton St,,,,-63.608555,,6407,,,0
,44.64756,chebucto Rd [westbound] before Connaught Ave,,,,-63.60714,,6404,,,0
,44.648125,chebucto Rd [westbound] before Connolly St,,,,-63.604897,,6405,,,0
,44.640762,robie St [northbound] after Spring Garden Rd,,,,-63.586956,,8185,,,0
,44.647614,robie St [northbound] after Quinpool Rd,,,,-63.590538,,8184,,,0
,44.644386,chebucto Rd [eastbound] before Phillips St,,,,-63.617535,,6408,,,0
,44.645672,chebucto Rd [eastbound] before Quinn St,,,,-63.612946,,6409,,,0
,44.654816,robie St [northbound] after North St,,,,-63.59499,,8181,,,0
,44.665543,robie St [northbound] after Lady Hammond Rd,,,,-63.610962,,8180,,,0
,44.646622,robie St [southbound] before Pepperell St,,,,-63.590359,,8183,,,0
,44.655945,robie St [southbound] after May St,,,,-63.59692,,8182,,,0
,44.64893,duke St [westbound] after Barrington St,,,,-63.576424,,6589,,,0
,44.779823,glendale Dr after Rankin Dr,,,,-63.684891,,6745,,,0
,44.769905,glendale Dr after Pinehill Dr,,,,-63.672119,,6744,,,0
,44.781513,glendale Dr after Smokey Dr,,,,-63.689453,,6747,,,0
,44.778439,glendale Dr after Riverside Dr,,,,-63.68132,,6746,,,0
,44.765678,glendale Dr after Magee Dr,,,,-63.663944,,6741,,,0
,44.77282,glendale Dr after Macdougall Ave,,,,-63.675373,,6740,,,0
,44.777279,glendale Dr after Metropolitan Ave,,,,-63.67881,,6743,,,0
,44.775673,glendale Dr after Metropolitan Ave,,,,-63.677052,,6742,,,0
,44.768044,glendale Dr before Chandler Dr,,,,-63.667294,,6749,,,0
,44.782333,glendale Dr before Beaver Bank Rd,,,,-63.691162,,6748,,,0
,44.634251,mayo St before Withrod Dr,,,,-63.624668,,7188,,,0
,44.669662,duffus St before Dartmouth Ave,,,,-63.603306,,6588,,,0
,44.728001,meadowbrook Dr after Basinview Dr,,,,-63.679901,,7189,,,0
,44.759045,glendale Ave in front of civic address 21,,,,-63.658707,,8681,,,0
,44.633198,margaret Rd after Knobhill Cr,,,,-63.621368,,7184,,,0
,44.641224,morris St in front of civic address 5234,,,,-63.572906,,8884,,,0
,44.641464,morris St in front of O'brien Hall,,,,-63.57254,,8885,,,0
,44.726387,gary Martin Dr after Hammonds Plains Rd,,,,-63.703152,,8886,,,0
,44.663918,novalea Dr [southbound] in front of Livingstone St,,,,-63.601028,,7363,,,0
,44.663902,novalea Dr before Livingstone St,,,,-63.601105,,7364,,,0
,44.701645,larry Uteck Blvd in front of civic address 324,,,,-63.671665,,8881,,,0
,44.699417,larry Uteck Blvd before Starboard,,,,-63.667999,,8882,,,0
,44.639137,hollis St after Barrington St,,,,-63.569054,,6938,,,0
,44.712906,bedford Hwy after Nelsons Landing Blvd,,,,-63.675167,,6259,,,0
,44.70821,bedford Hwy [inbound] after Millview Ave,,,,-63.666725,,6258,,,0
,44.714149,bedford Hwy [inbound] in front of Moirs Mill Rd,,,,-63.677986,,6253,,,0
,44.677349,bedford Hwy before Forest Hill Dr,,,,-63.649357,,6252,,,0
,44.674892,bedford Hwy [inbound] in front of Flamingo Dr,,,,-63.647415,,6251,,,0
,44.675194,bedford Hwy before Flamingo Dr,,,,-63.647575,,6250,,,0
,44.724777,bedford Hwy [inbound] in front of Meadowbrook Dr,,,,-63.669292,,6257,,,0
,44.682796,bedford Hwy after Kearney Lake Rd,,,,-63.66082,,6256,,,0
,44.715912,bedford Hwy [inbound] in front of Hammonds Plains Rd,,,,-63.678326,,6255,,,0
,44.71563,bedford Hwy [outbound] in front of Hammonds Plains Rd,,,,-63.678104,,6254,,,0
,44.651722,pleasant St opposite Nova Scotia Hospital,,,,-63.547382,,8017,,,0
,44.684933,windmill Rd opposite Shannon Plaza Entrance,,,,-63.598549,,8544,,,0
,44.69865,windmill Rd [outbound] after Wright Ave Metrolink,,,,-63.605282,,8547,,,0
,44.671429,novalea Dr [southbound] in front of Samuel Prince To Joe Howe Ma,,,,-63.612282,,7368,,,0
,44.667259,novalea Dr [northbound] in front of Duffus St,,,,-63.605927,,7369,,,0
,44.674759,windmill Rd opposite Wallace St,,,,-63.590366,,8546,,,0
,44.656834,acadia St in front of Ragus Rd,,,,-63.545868,,8889,,,0
,44.673325,north Ridge Rd [westbound] after Novalea Dr To Joehowe Man,,,,-63.615437,,7360,,,0
,44.673203,novalea Dr [southbound] opposite Kencrest Ave,,,,-63.615017,,7361,,,0
,44.666229,novalea Dr in front of Cabot Place,,,,-63.604675,,7362,,,0
,44.726551,gary Martin Dr before Hammonds Plains Rd,,,,-63.702801,,8887,,,0
,44.701595,larry Uteck Blvd after Southgate,,,,-63.676613,,8880,,,0
,44.664825,novalea Dr [southbound] in front of Stanley Place,,,,-63.602451,,7365,,,0
,44.662594,novalea Dr [northbound] after Young St,,,,-63.598751,,7366,,,0
,44.638134,university Ave after Robie St,,,,-63.585026,,8883,,,0
,44.700638,windmill Rd opposite Ralston Ave,,,,-63.607162,,8543,,,0
,44.669712,windmill Rd opposite Pelzant St,,,,-63.583534,,8542,,,0
,44.684204,pinecrest Dr in front of civic address 63,,,,-63.581669,,7456,,,0
,44.685753,pinecrest Dr before Crystal Dr,,,,-63.584091,,7457,,,0
,44.684887,pinecrest Dr in front of civic address 122,,,,-63.587383,,7454,,,0
,44.681118,kearney Lake Rd after Wedgewood Ave,,,,-63.667263,,7023,,,0
,44.707283,kearney Lake Rd after Matheson Windows,,,,-63.708298,,7022,,,0
,44.688297,kearney Lake Rd [outbound] after Lafarge Construction,,,,-63.683525,,7021,,,0
,44.68462,pinecrest Dr in front of civic address 123,,,,-63.587463,,7455,,,0
,44.704845,kearney Lake Rd before K.l. Estates,,,,-63.706348,,7027,,,0
,44.714066,kearney Lake Rd [inbound] after Bluewater Rd,,,,-63.716106,,7026,,,0
,44.772106,downsview Dr opposite Sobeys,,,,-63.695969,,9001,,,0
,44.772072,downsview Dr in front of Sobeys,,,,-63.69574,,9000,,,0
,44.686054,pinecrest Dr in front of civic address 103,,,,-63.585762,,7452,,,0
